id_venta,fecha_hora,id_cliente,id_sucursal,id_canal,id_metodo_pago,monto_subtotal,monto_descuento,monto_total,numero_factura
319,2025-09-02 16:18:39,1005,14,1,1,119826.87,0.00,119826.87,F-00000319
320,2024-03-15 16:02:09,3343,3,1,4,135249.68,0.00,135249.68,F-00000320
321,2024-12-10 06:21:17,,2,1,2,63714.11,0.00,63714.11,F-00000321
322,2024-04-09 08:38:03,2537,14,1,3,154428.69,0.00,154428.69,F-00000322
323,2025-05-05 13:35:08,643,5,1,2,196381.08,0.00,196381.08,F-00000323
324,2025-02-12 06:53:15,3678,2,1,3,171878.49,0.00,171878.49,F-00000324
325,2025-01-01 20:30:13,3489,11,1,2,50165.34,0.00,50165.34,F-00000325
326,2024-03-22 17:32:32,146,11,1,3,102064.67,0.00,102064.67,F-00000326
327,2023-09-19 07:43:48,1952,8,1,1,64914.55,0.00,64914.55,F-00000327
328,2025-03-09 11:35:35,1572,4,1,2,30308.90,0.00,30308.90,F-00000328
329,2025-07-20 17:10:10,818,15,1,3,172631.30,0.00,172631.30,F-00000329
330,2025-01-04 09:41:18,,13,1,2,41817.60,0.00,41817.60,F-00000330
331,2023-06-06 10:53:08,4713,9,1,4,13453.46,2371.93,11081.53,F-00000331
332,2023-05-04 00:38:22,722,4,1,1,45531.74,0.00,45531.74,F-00000332
333,2023-02-05 14:02:54,262,12,3,4,79595.70,0.00,79595.70,F-00000333
334,2025-03-11 11:38:18,,13,1,1,122618.52,0.00,122618.52,F-00000334
335,2023-10-17 08:14:32,2431,14,2,2,30217.23,0.00,30217.23,F-00000335
336,2024-02-11 10:29:00,2358,5,1,1,31954.46,502.76,31451.70,F-00000336
337,2023-12-07 05:32:50,2557,13,1,1,79432.73,0.00,79432.73,F-00000337
338,2025-06-05 13:43:34,1125,10,1,2,113395.60,0.00,113395.60,F-00000338
339,2024-08-07 17:47:52,3019,4,1,1,78744.94,4381.26,74363.68,F-00000339
340,2024-06-25 11:04:47,2982,5,1,2,199648.74,0.00,199648.74,F-00000340
341,2025-12-19 13:29:38,,11,1,3,93649.79,0.00,93649.79,F-00000341
342,2023-03-25 11:40:58,,15,3,1,54096.21,0.00,54096.21,F-00000342
343,2024-07-08 16:13:15,783,12,1,2,163229.06,0.00,163229.06,F-00000343
344,2025-01-13 18:06:59,2292,15,1,3,39895.77,0.00,39895.77,F-00000344
345,2025-10-24 10:44:48,,11,1,3,117554.67,0.00,117554.67,F-00000345
346,2024-12-18 14:24:54,966,4,1,4,109942.68,0.00,109942.68,F-00000346
347,2025-12-31 12:23:36,2468,2,3,3,32117.64,0.00,32117.64,F-00000347
348,2024-02-09 14:27:07,2597,7,1,2,113624.20,0.00,113624.20,F-00000348
349,2023-07-28 15:55:18,1802,5,1,2,5344.16,0.00,5344.16,F-00000349
350,2024-06-24 13:44:40,4422,6,1,3,112376.14,0.00,112376.14,F-00000350
351,2024-11-21 17:29:40,2670,4,1,1,108514.55,0.00,108514.55,F-00000351
352,2025-08-19 20:38:29,932,3,1,2,15170.71,0.00,15170.71,F-00000352
353,2023-12-09 19:10:23,2254,15,3,3,79810.55,0.00,79810.55,F-00000353
354,2023-01-04 10:04:31,946,14,1,1,97355.38,0.00,97355.38,F-00000354
355,2023-05-18 16:28:27,,15,1,1,95683.73,0.00,95683.73,F-00000355
356,2023-03-06 14:39:21,4501,9,2,1,222215.15,0.00,222215.15,F-00000356
357,2025-10-13 07:22:38,,2,1,1,121866.41,0.00,121866.41,F-00000357
358,2025-05-11 14:46:36,424,13,1,4,78631.79,7803.42,70828.37,F-00000358
359,2025-09-15 07:44:29,1407,5,1,4,96974.53,0.00,96974.53,F-00000359
360,2024-11-28 12:17:10,1313,5,2,2,95074.24,0.00,95074.24,F-00000360
361,2023-01-03 07:11:32,21,2,1,2,158185.68,0.00,158185.68,F-00000361
362,2023-11-09 08:12:14,3244,10,1,4,177740.14,0.00,177740.14,F-00000362
363,2023-09-14 14:14:30,3607,10,2,1,23177.03,0.00,23177.03,F-00000363
364,2023-12-06 19:29:36,793,7,1,3,321995.19,0.00,321995.19,F-00000364
365,2024-09-25 20:04:22,,6,1,1,86546.37,0.00,86546.37,F-00000365
366,2023-04-23 07:25:38,2337,1,1,2,49731.76,0.00,49731.76,F-00000366
367,2025-07-03 11:43:38,2836,1,1,3,58724.25,0.00,58724.25,F-00000367
368,2025-10-01 12:14:00,731,13,1,5,101454.23,0.00,101454.23,F-00000368
369,2023-09-27 13:31:35,3635,2,1,1,162976.23,0.00,162976.23,F-00000369
370,2023-02-08 12:43:07,3624,1,1,3,155372.80,0.00,155372.80,F-00000370
371,2023-03-13 23:10:47,1396,10,1,1,99316.83,0.00,99316.83,F-00000371
372,2024-01-07 22:10:09,290,10,3,2,54886.29,0.00,54886.29,F-00000372
373,2024-02-16 10:52:12,1834,13,2,3,20817.82,0.00,20817.82,F-00000373
374,2024-01-18 13:01:24,2258,4,2,2,17966.49,0.00,17966.49,F-00000374
375,2024-08-27 17:10:42,3889,6,2,1,94475.19,0.00,94475.19,F-00000375
376,2025-03-25 11:43:37,3794,10,1,1,89497.47,0.00,89497.47,F-00000376
377,2024-10-01 14:15:55,3921,10,1,4,55463.28,0.00,55463.28,F-00000377
378,2024-11-15 13:36:04,4427,3,1,3,71037.48,0.00,71037.48,F-00000378
379,2023-03-03 00:16:41,2917,11,1,5,70144.01,0.00,70144.01,F-00000379
380,2024-07-09 14:31:04,3117,9,2,1,136075.91,0.00,136075.91,F-00000380
381,2023-08-16 14:36:35,999,4,1,3,100934.93,0.00,100934.93,F-00000381
382,2024-03-22 11:14:30,3891,15,2,5,104803.39,0.00,104803.39,F-00000382
383,2023-07-29 16:35:00,3059,7,1,2,318861.60,0.00,318861.60,F-00000383
384,2023-08-12 18:35:48,4923,13,3,3,111775.34,0.00,111775.34,F-00000384
385,2024-01-02 19:45:16,1857,10,1,1,56567.11,0.00,56567.11,F-00000385
386,2024-08-29 18:50:32,4727,5,2,3,127243.72,0.00,127243.72,F-00000386
387,2025-11-28 09:43:18,,2,1,2,39388.08,0.00,39388.08,F-00000387
388,2024-02-10 15:17:40,4557,11,3,2,23235.04,0.00,23235.04,F-00000388
389,2024-10-26 06:12:46,3927,11,1,1,159777.76,0.00,159777.76,F-00000389
390,2023-11-24 09:04:12,4044,8,1,1,118578.27,0.00,118578.27,F-00000390
391,2025-09-15 09:09:40,4946,14,1,1,57686.97,0.00,57686.97,F-00000391
392,2025-02-26 11:36:18,424,1,1,1,66324.67,0.00,66324.67,F-00000392
393,2024-04-23 11:38:46,539,13,1,1,102662.37,0.00,102662.37,F-00000393
394,2025-02-07 18:09:18,,4,1,3,187124.20,0.00,187124.20,F-00000394
395,2025-06-03 14:57:05,1207,10,1,4,23632.09,0.00,23632.09,F-00000395
396,2023-11-18 15:10:41,4505,9,1,1,111898.84,0.00,111898.84,F-00000396
397,2023-12-03 15:25:47,4551,5,1,1,95716.31,0.00,95716.31,F-00000397
398,2024-06-10 20:51:07,4021,3,1,1,113193.40,0.00,113193.40,F-00000398
399,2024-11-17 09:40:35,4331,11,2,3,36756.54,0.00,36756.54,F-00000399
400,2023-01-20 16:48:10,,5,1,3,380967.64,0.00,380967.64,F-00000400
401,2024-06-09 10:10:44,892,15,3,2,19042.12,0.00,19042.12,F-00000401
402,2024-08-06 21:35:07,502,3,2,2,198542.23,0.00,198542.23,F-00000402
403,2023-04-29 11:51:15,2429,1,1,2,11014.40,0.00,11014.40,F-00000403
404,2023-04-25 12:38:11,4486,9,2,1,153901.68,0.00,153901.68,F-00000404
405,2025-01-11 11:41:12,3286,11,2,4,141041.16,0.00,141041.16,F-00000405
406,2025-11-25 12:06:07,,6,2,2,107307.38,0.00,107307.38,F-00000406
407,2025-06-12 06:38:35,2061,11,1,4,73101.48,0.00,73101.48,F-00000407
408,2023-06-19 11:00:25,,3,2,3,99851.77,14128.77,85723.00,F-00000408
409,2023-12-29 06:52:18,4432,6,1,2,72373.81,0.00,72373.81,F-00000409
410,2024-05-09 13:05:48,,9,3,3,108089.87,10773.02,97316.85,F-00000410
411,2024-04-20 13:45:06,2347,11,1,1,27492.40,0.00,27492.40,F-00000411
412,2023-04-30 17:41:46,2129,9,1,3,129676.88,0.00,129676.88,F-00000412
413,2024-01-03 20:45:20,525,12,1,4,278902.58,0.00,278902.58,F-00000413
414,2024-01-24 19:25:25,29,12,1,3,51558.05,0.00,51558.05,F-00000414
415,2023-06-23 14:47:27,225,6,1,1,138427.56,0.00,138427.56,F-00000415
416,2025-05-06 17:57:26,3356,7,1,1,65873.30,0.00,65873.30,F-00000416
417,2025-08-03 11:07:47,2539,12,1,5,4453.80,0.00,4453.80,F-00000417
418,2024-10-07 17:04:02,1433,13,1,1,53455.88,0.00,53455.88,F-00000418
419,2024-08-24 20:36:40,1635,11,1,1,72421.59,0.00,72421.59,F-00000419
420,2025-01-03 09:24:49,,5,1,3,151638.99,6613.66,145025.33,F-00000420
421,2023-06-19 20:14:39,4092,8,1,2,156369.58,0.00,156369.58,F-00000421
422,2023-03-26 13:41:34,3167,1,1,3,94212.47,0.00,94212.47,F-00000422
423,2024-03-28 07:05:56,1933,11,2,2,174502.85,0.00,174502.85,F-00000423
424,2025-06-18 15:10:42,205,11,1,5,19057.23,0.00,19057.23,F-00000424
425,2025-09-15 15:26:17,96,11,1,1,30062.75,0.00,30062.75,F-00000425
426,2025-11-26 13:07:49,3691,1,1,2,194542.33,0.00,194542.33,F-00000426
427,2025-08-14 20:41:29,1726,12,1,3,75304.80,0.00,75304.80,F-00000427
428,2024-10-30 00:48:02,3807,5,1,1,35134.96,0.00,35134.96,F-00000428
429,2023-06-23 19:37:44,2798,8,2,1,81711.69,0.00,81711.69,F-00000429
430,2024-09-08 05:35:30,923,9,1,1,180546.11,0.00,180546.11,F-00000430
431,2024-08-10 14:29:04,3374,10,1,3,17672.53,0.00,17672.53,F-00000431
432,2025-12-21 15:11:43,3218,4,1,2,115881.13,0.00,115881.13,F-00000432
433,2023-11-25 09:49:07,3572,7,2,1,106978.97,0.00,106978.97,F-00000433
434,2024-09-21 19:58:15,,1,3,5,209454.23,0.00,209454.23,F-00000434
435,2024-05-04 14:52:28,2006,2,2,2,122154.13,0.00,122154.13,F-00000435
436,2024-12-22 16:43:11,,15,1,2,238514.02,0.00,238514.02,F-00000436
437,2025-04-03 16:10:18,4458,13,2,4,65922.04,0.00,65922.04,F-00000437
438,2024-11-23 11:14:36,4201,6,1,1,50256.98,0.00,50256.98,F-00000438
439,2025-10-13 11:16:45,2239,5,1,2,56991.75,0.00,56991.75,F-00000439
440,2023-05-05 19:30:29,1963,4,1,2,118126.93,0.00,118126.93,F-00000440
441,2024-12-11 13:02:51,3807,2,1,4,122166.03,0.00,122166.03,F-00000441
442,2024-07-27 14:46:13,,11,2,3,158609.18,0.00,158609.18,F-00000442
443,2023-06-11 19:30:48,,1,1,2,65578.74,4709.59,60869.15,F-00000443
444,2024-11-27 14:56:23,782,12,1,3,206040.06,0.00,206040.06,F-00000444
445,2025-07-15 11:46:17,2318,12,1,2,119624.31,0.00,119624.31,F-00000445
446,2023-02-05 18:10:28,3638,13,1,1,97939.27,0.00,97939.27,F-00000446
447,2025-06-26 14:20:27,3733,3,1,2,10746.78,0.00,10746.78,F-00000447
448,2025-10-28 20:14:15,2322,2,2,2,116226.68,0.00,116226.68,F-00000448
449,2024-01-24 12:06:36,472,10,1,3,109597.81,0.00,109597.81,F-00000449
450,2023-03-27 16:15:58,314,10,1,1,72912.04,0.00,72912.04,F-00000450
451,2024-02-25 17:45:50,1691,10,2,2,154874.17,803.35,154070.82,F-00000451
452,2025-06-08 08:23:57,4928,13,1,3,27396.29,0.00,27396.29,F-00000452
453,2023-01-09 11:24:34,2869,13,3,1,62140.77,0.00,62140.77,F-00000453
454,2024-10-19 12:23:25,2136,11,3,2,66240.71,0.00,66240.71,F-00000454
455,2023-10-01 09:40:18,2505,9,1,3,64504.83,0.00,64504.83,F-00000455
456,2023-08-06 07:58:49,4199,3,1,1,8705.96,0.00,8705.96,F-00000456
457,2023-08-31 15:20:43,1477,15,1,1,7569.52,0.00,7569.52,F-00000457
458,2023-09-07 17:27:30,4481,3,1,2,8412.32,0.00,8412.32,F-00000458
459,2025-07-28 11:08:14,4855,5,1,2,171116.03,0.00,171116.03,F-00000459
460,2025-01-13 10:32:51,2562,3,1,2,177225.84,0.00,177225.84,F-00000460
461,2024-01-21 15:41:36,3121,5,1,1,121980.60,0.00,121980.60,F-00000461
462,2025-01-11 14:54:12,4018,3,1,1,43704.19,0.00,43704.19,F-00000462
463,2023-07-04 13:30:54,290,2,1,2,80379.62,0.00,80379.62,F-00000463
464,2023-02-28 12:25:02,3884,6,1,1,145168.11,0.00,145168.11,F-00000464
465,2024-05-19 05:56:52,705,7,1,2,112987.81,0.00,112987.81,F-00000465
466,2023-10-06 09:25:12,3588,1,1,2,75007.27,0.00,75007.27,F-00000466
467,2025-08-18 18:21:08,3067,11,1,2,245851.13,4121.64,241729.49,F-00000467
468,2025-01-17 15:14:21,997,13,2,1,119669.28,0.00,119669.28,F-00000468
469,2023-03-01 18:55:57,,13,1,1,218696.62,0.00,218696.62,F-00000469
470,2025-09-06 10:38:40,4225,4,1,2,47938.98,0.00,47938.98,F-00000470
471,2025-07-01 13:54:03,,14,1,2,36317.92,0.00,36317.92,F-00000471
472,2024-10-24 10:52:18,1011,1,1,1,19031.13,0.00,19031.13,F-00000472
473,2023-08-21 17:01:55,4226,5,1,2,57861.26,0.00,57861.26,F-00000473
474,2025-05-09 18:52:54,2461,13,1,2,85953.20,0.00,85953.20,F-00000474
475,2025-05-01 18:50:18,3426,15,1,1,138805.49,0.00,138805.49,F-00000475
476,2025-03-30 10:05:35,1323,10,1,2,53110.11,0.00,53110.11,F-00000476
477,2024-11-09 08:46:51,481,4,1,3,181545.57,0.00,181545.57,F-00000477
478,2024-12-04 18:56:24,1344,14,3,2,8600.84,0.00,8600.84,F-00000478
479,2023-02-22 11:16:21,3700,15,1,1,53850.32,0.00,53850.32,F-00000479
480,2023-06-23 07:46:44,,10,1,3,222756.05,0.00,222756.05,F-00000480
481,2025-04-23 11:14:08,3636,4,1,2,126928.89,0.00,126928.89,F-00000481
482,2025-01-17 08:41:54,3298,5,2,1,89846.43,0.00,89846.43,F-00000482
483,2025-06-04 21:19:40,697,12,1,3,179835.34,0.00,179835.34,F-00000483
484,2024-08-01 18:55:33,2893,10,1,2,43324.54,0.00,43324.54,F-00000484
485,2023-11-14 17:04:16,2517,9,1,2,130265.52,0.00,130265.52,F-00000485
486,2025-09-19 14:59:19,803,9,1,2,27556.08,0.00,27556.08,F-00000486
487,2024-08-31 21:53:25,658,8,3,1,46974.50,0.00,46974.50,F-00000487
488,2024-07-12 16:34:21,937,12,1,2,45843.64,0.00,45843.64,F-00000488
489,2025-01-26 10:00:31,4361,3,1,3,68288.63,0.00,68288.63,F-00000489
490,2023-04-20 08:11:22,,5,1,2,189954.49,0.00,189954.49,F-00000490
491,2025-01-24 14:17:11,549,11,1,3,136207.08,0.00,136207.08,F-00000491
492,2025-08-23 11:13:04,3955,5,1,1,101017.67,0.00,101017.67,F-00000492
493,2025-01-11 11:36:21,3040,8,1,3,116040.69,0.00,116040.69,F-00000493
494,2025-10-25 19:56:59,1819,1,1,1,124088.52,0.00,124088.52,F-00000494
495,2024-07-31 16:54:24,4008,1,2,2,77736.39,0.00,77736.39,F-00000495
496,2024-04-05 08:20:13,905,7,1,1,289376.20,0.00,289376.20,F-00000496
497,2023-12-23 00:37:46,1036,4,1,5,161717.80,0.00,161717.80,F-00000497
498,2025-02-23 04:20:43,,5,2,3,22075.32,0.00,22075.32,F-00000498
499,2023-06-28 10:13:57,,11,2,1,14203.22,0.00,14203.22,F-00000499
500,2024-01-20 05:12:08,848,2,1,1,131604.79,0.00,131604.79,F-00000500
501,2024-03-11 16:52:11,1558,15,1,2,118708.85,0.00,118708.85,F-00000501
502,2024-06-05 15:17:48,4663,12,1,1,60223.34,0.00,60223.34,F-00000502
503,2024-06-22 21:14:49,4401,15,1,1,125845.67,0.00,125845.67,F-00000503
504,2023-11-10 14:24:35,739,13,1,1,14713.06,0.00,14713.06,F-00000504
505,2024-09-10 11:49:04,3467,15,1,1,20304.05,0.00,20304.05,F-00000505
506,2025-03-10 22:59:56,3237,12,1,3,78101.27,0.00,78101.27,F-00000506
507,2025-03-16 09:36:39,3339,3,3,1,23224.55,0.00,23224.55,F-00000507
508,2024-08-14 16:26:44,3134,12,1,1,90961.02,0.00,90961.02,F-00000508
509,2024-05-25 09:50:34,2452,7,1,4,259691.69,0.00,259691.69,F-00000509
510,2023-09-02 17:33:26,,11,1,2,123668.14,0.00,123668.14,F-00000510
511,2023-06-06 21:05:09,,15,3,2,67647.66,0.00,67647.66,F-00000511
512,2023-02-14 19:01:42,2134,6,1,2,6277.05,0.00,6277.05,F-00000512
513,2025-12-02 09:08:09,1338,9,1,2,120180.69,0.00,120180.69,F-00000513
514,2024-12-05 21:39:41,2895,5,3,2,37793.99,0.00,37793.99,F-00000514
515,2024-10-24 19:30:11,,12,2,3,185306.11,0.00,185306.11,F-00000515
516,2024-04-07 14:20:12,315,6,1,1,62833.80,0.00,62833.80,F-00000516
517,2024-01-18 13:32:34,,14,1,3,133796.18,0.00,133796.18,F-00000517
518,2025-07-04 12:58:34,,9,1,2,56112.00,0.00,56112.00,F-00000518
519,2023-10-17 14:02:46,4280,9,1,1,17340.54,0.00,17340.54,F-00000519
520,2023-06-29 16:30:05,1375,9,1,3,17505.60,0.00,17505.60,F-00000520
521,2024-01-22 17:27:53,3776,11,1,1,65377.74,0.00,65377.74,F-00000521
522,2024-07-21 18:06:37,,14,1,1,167261.23,0.00,167261.23,F-00000522
523,2024-06-21 06:45:47,,8,2,2,74093.55,0.00,74093.55,F-00000523
524,2025-10-06 17:59:57,3754,2,1,1,38941.91,0.00,38941.91,F-00000524
525,2025-08-13 20:23:01,2976,13,1,1,179966.57,0.00,179966.57,F-00000525
526,2024-09-21 18:37:02,,9,1,2,38069.70,0.00,38069.70,F-00000526
527,2024-04-16 22:36:54,,7,1,1,117835.08,0.00,117835.08,F-00000527
528,2023-08-11 09:22:55,4972,3,2,5,218138.85,0.00,218138.85,F-00000528
529,2023-07-10 11:50:05,2196,1,1,1,41575.11,0.00,41575.11,F-00000529
530,2024-09-27 17:59:51,4940,4,3,2,77338.38,0.00,77338.38,F-00000530
531,2024-09-29 22:37:05,2838,5,1,3,31118.94,0.00,31118.94,F-00000531
532,2023-10-13 10:27:21,3434,5,1,1,38746.66,0.00,38746.66,F-00000532
533,2024-05-30 13:17:12,2360,14,1,4,5857.50,0.00,5857.50,F-00000533
534,2025-03-28 10:45:17,2667,4,1,1,167817.10,0.00,167817.10,F-00000534
535,2023-05-14 16:27:54,4305,6,1,3,138520.64,0.00,138520.64,F-00000535
536,2024-01-31 13:02:45,2685,3,2,3,199099.63,0.00,199099.63,F-00000536
537,2024-05-22 09:05:25,4089,8,1,2,228752.76,0.00,228752.76,F-00000537
538,2024-01-31 09:38:41,,13,2,1,293522.30,0.00,293522.30,F-00000538
539,2025-06-04 14:35:52,588,10,1,4,30830.66,0.00,30830.66,F-00000539
540,2023-03-19 07:38:11,201,10,1,1,150782.80,0.00,150782.80,F-00000540
541,2023-07-23 12:57:48,,3,1,3,36703.20,0.00,36703.20,F-00000541
542,2025-06-05 13:22:13,1809,3,1,1,24708.91,0.00,24708.91,F-00000542
543,2024-12-26 07:27:00,4413,15,1,2,178761.86,0.00,178761.86,F-00000543
544,2024-09-14 19:47:05,3067,1,2,3,47045.54,0.00,47045.54,F-00000544
545,2023-05-14 20:05:18,1375,5,1,1,154763.66,0.00,154763.66,F-00000545
546,2023-03-28 06:17:46,864,14,1,3,115192.98,0.00,115192.98,F-00000546
547,2023-03-06 06:25:20,4163,11,1,2,54432.72,0.00,54432.72,F-00000547
548,2023-10-18 02:12:34,,13,1,2,267312.03,0.00,267312.03,F-00000548
549,2025-05-22 10:07:25,1952,15,2,5,82193.77,0.00,82193.77,F-00000549
550,2025-11-25 22:41:51,4681,2,1,1,281852.61,0.00,281852.61,F-00000550
551,2024-12-01 22:15:12,4572,15,1,2,84184.02,0.00,84184.02,F-00000551
552,2025-01-25 16:12:28,1311,15,2,2,111618.96,6435.63,105183.33,F-00000552
553,2025-12-10 15:41:33,2165,3,3,3,52000.33,0.00,52000.33,F-00000553
554,2025-02-23 07:40:06,1587,13,2,1,23632.74,0.00,23632.74,F-00000554
555,2024-05-25 10:01:19,4290,13,1,2,168103.94,0.00,168103.94,F-00000555
556,2024-12-25 18:54:36,2968,7,1,2,217407.79,0.00,217407.79,F-00000556
557,2023-10-03 13:50:58,4375,3,1,4,40331.87,0.00,40331.87,F-00000557
558,2024-04-05 23:38:29,3521,9,1,3,219664.99,4389.31,215275.68,F-00000558
559,2024-02-02 08:11:39,3098,10,1,1,153634.61,0.00,153634.61,F-00000559
560,2025-02-20 11:24:46,2717,4,1,1,148073.86,0.00,148073.86,F-00000560
561,2025-04-25 12:35:33,1253,6,3,3,122314.43,0.00,122314.43,F-00000561
562,2023-01-07 11:28:26,3878,13,1,1,2252.46,0.00,2252.46,F-00000562
563,2025-12-16 10:17:03,455,2,1,3,117436.06,0.00,117436.06,F-00000563
564,2025-08-26 19:08:13,2912,11,1,1,24218.48,0.00,24218.48,F-00000564
565,2023-07-23 12:48:05,,14,1,3,27381.10,0.00,27381.10,F-00000565
566,2024-01-30 17:35:47,1731,3,1,5,54723.29,0.00,54723.29,F-00000566
567,2024-02-09 08:27:29,3721,14,3,2,188712.78,0.00,188712.78,F-00000567
568,2024-03-30 13:25:25,,5,1,4,268832.78,3597.76,265235.02,F-00000568
569,2023-07-27 06:45:50,3530,13,3,3,52217.64,0.00,52217.64,F-00000569
570,2025-03-08 14:48:30,4479,11,1,5,160424.63,0.00,160424.63,F-00000570
571,2023-11-06 19:18:21,1259,8,1,1,31876.69,0.00,31876.69,F-00000571
572,2025-05-24 07:34:41,942,6,1,1,35562.80,0.00,35562.80,F-00000572
573,2023-05-11 12:43:53,3882,14,1,2,81293.74,0.00,81293.74,F-00000573
574,2023-04-09 09:08:02,1883,2,2,3,206561.55,0.00,206561.55,F-00000574
575,2023-08-31 12:54:55,358,13,3,2,40891.95,0.00,40891.95,F-00000575
576,2025-03-25 14:50:14,4323,3,1,2,150823.56,0.00,150823.56,F-00000576
577,2023-04-15 18:01:52,,10,1,4,45571.24,0.00,45571.24,F-00000577
578,2024-03-03 09:55:44,,11,1,3,57273.27,0.00,57273.27,F-00000578
579,2024-06-14 17:22:22,2828,1,1,4,58886.82,0.00,58886.82,F-00000579
580,2024-03-23 22:03:01,4850,1,1,2,9435.44,0.00,9435.44,F-00000580
581,2024-08-13 19:46:54,3223,13,1,4,3665.99,0.00,3665.99,F-00000581
582,2024-11-16 13:22:15,361,15,1,3,121711.06,1940.39,119770.67,F-00000582
583,2023-01-15 07:06:25,1144,9,1,1,176866.90,0.00,176866.90,F-00000583
584,2024-11-02 11:29:35,3482,2,2,1,1336.80,0.00,1336.80,F-00000584
585,2025-01-09 02:03:07,3662,7,3,2,302779.61,0.00,302779.61,F-00000585
586,2025-11-06 18:55:09,4627,5,1,1,51955.96,0.00,51955.96,F-00000586
587,2024-07-21 07:16:39,4964,12,1,2,35533.54,0.00,35533.54,F-00000587
588,2023-11-16 07:46:31,,15,1,1,1673.96,0.00,1673.96,F-00000588
589,2025-01-08 13:27:57,3737,6,1,2,39459.97,0.00,39459.97,F-00000589
590,2025-04-03 13:44:48,,4,1,2,76458.91,0.00,76458.91,F-00000590
591,2024-10-20 12:56:54,2450,12,1,5,10210.89,0.00,10210.89,F-00000591
592,2023-06-26 07:44:14,,2,3,3,69564.85,0.00,69564.85,F-00000592
593,2025-04-27 16:17:04,2176,3,1,3,248980.66,0.00,248980.66,F-00000593
594,2025-02-23 18:38:55,2191,4,3,3,159211.17,0.00,159211.17,F-00000594
595,2024-07-10 13:40:52,3888,3,2,1,35766.86,0.00,35766.86,F-00000595
596,2025-03-19 13:25:05,857,14,1,1,70346.60,0.00,70346.60,F-00000596
597,2025-03-23 09:57:40,4453,14,1,2,136275.97,0.00,136275.97,F-00000597
598,2023-02-25 12:10:06,1094,6,1,2,145288.78,7856.85,137431.93,F-00000598
599,2025-07-08 14:57:57,1085,15,2,1,125572.38,0.00,125572.38,F-00000599
600,2024-09-16 17:47:10,901,1,1,1,175504.67,0.00,175504.67,F-00000600
601,2025-11-09 16:43:59,3925,3,1,1,145257.85,0.00,145257.85,F-00000601
602,2025-09-27 06:20:45,1498,9,1,3,69703.40,0.00,69703.40,F-00000602
603,2025-07-12 09:12:55,2740,5,3,1,214675.97,0.00,214675.97,F-00000603
604,2025-05-01 17:58:40,4225,7,3,2,233826.61,0.00,233826.61,F-00000604
605,2025-12-04 15:37:56,2101,3,2,2,44294.52,0.00,44294.52,F-00000605
606,2024-01-09 23:29:34,673,13,1,2,45859.59,0.00,45859.59,F-00000606
607,2024-02-12 18:09:37,2536,4,1,1,60398.53,0.00,60398.53,F-00000607
608,2023-01-24 06:00:37,4414,7,2,2,40504.13,0.00,40504.13,F-00000608
609,2023-02-13 07:00:15,2033,15,1,2,64307.73,0.00,64307.73,F-00000609
610,2025-04-08 11:39:50,74,10,1,1,119351.41,0.00,119351.41,F-00000610
611,2024-03-20 15:45:52,2435,10,1,1,14228.62,0.00,14228.62,F-00000611
612,2025-03-23 08:23:37,2223,13,1,2,107124.80,0.00,107124.80,F-00000612
613,2024-05-07 15:51:53,4115,11,1,1,28951.30,0.00,28951.30,F-00000613
614,2023-08-21 08:03:27,4413,3,1,1,247461.93,0.00,247461.93,F-00000614
615,2023-12-16 16:38:10,2102,8,1,2,39050.82,0.00,39050.82,F-00000615
616,2024-02-19 22:41:27,,10,1,5,124654.03,0.00,124654.03,F-00000616
617,2025-09-07 06:08:42,3164,3,1,2,95034.54,0.00,95034.54,F-00000617
618,2025-02-06 18:32:01,,11,1,1,156404.57,0.00,156404.57,F-00000618
619,2023-04-08 08:26:25,857,14,1,4,19139.10,0.00,19139.10,F-00000619
620,2023-07-17 16:27:22,1312,12,1,2,281858.69,0.00,281858.69,F-00000620
621,2023-06-06 11:32:16,2798,9,2,3,85272.08,0.00,85272.08,F-00000621
622,2024-02-25 20:50:47,3971,6,1,3,34705.50,0.00,34705.50,F-00000622
623,2023-12-08 13:05:44,87,3,3,3,64904.85,0.00,64904.85,F-00000623
624,2023-09-01 18:06:25,3030,5,1,1,35810.88,8283.41,27527.47,F-00000624
625,2025-11-24 16:05:41,244,11,1,3,43967.42,0.00,43967.42,F-00000625
626,2024-05-23 20:46:45,1591,10,1,1,75827.44,0.00,75827.44,F-00000626
627,2023-08-09 08:33:58,2636,5,1,2,7052.95,0.00,7052.95,F-00000627
628,2025-05-19 09:39:36,2385,13,1,1,101590.63,0.00,101590.63,F-00000628
629,2025-03-13 16:52:12,985,15,2,1,42411.73,0.00,42411.73,F-00000629
630,2023-11-29 07:18:23,741,6,1,1,64247.20,0.00,64247.20,F-00000630
631,2023-08-04 09:51:25,,6,1,2,27468.96,0.00,27468.96,F-00000631
632,2023-07-13 16:20:54,3869,1,1,1,10850.71,0.00,10850.71,F-00000632
633,2023-10-11 11:20:13,1977,15,1,1,124230.41,0.00,124230.41,F-00000633
634,2025-07-02 20:16:28,2678,3,1,2,103096.23,0.00,103096.23,F-00000634
635,2024-03-28 14:15:23,,9,1,3,20140.16,0.00,20140.16,F-00000635
636,2025-07-26 08:17:38,,11,3,4,27583.02,0.00,27583.02,F-00000636
637,2025-05-14 17:13:11,,11,1,1,29200.59,0.00,29200.59,F-00000637
638,2025-03-18 11:24:47,4204,10,2,2,48269.54,0.00,48269.54,F-00000638
